Comment,Designator,Footprint,JLCPCB Part#
"Kinghelm KH-2.54FH-1X9P-H3.5, 2.54mm 1x9 THT female header -- two strips populate the ESP32-C3-Zero's 2x9 socket, one per row (J_ESP1 = row nearest USB-C, J_ESP2 = the other row)","J_ESP1,J_ESP2",PinHeader_1x09_P2.54mm_Vertical,C55778388
